"teamName","inGameName","checkedInAt"
"Momentum","Dappur","Fri Jul 01 2016 23:32:50 GMT+0000 (UTC)"
"Crowd Control","GoldSteel87","Fri Jul 01 2016 23:44:42 GMT+0000 (UTC)"
"TeamProdigy","Prodigy | Aegis","Fri Jul 01 2016 23:03:07 GMT+0000 (UTC)"
"TeamProdigy","Prodigy | Heist","Fri Jul 01 2016 23:03:07 GMT+0000 (UTC)"
"TeamProdigy","Prodigy | sumlol","Fri Jul 01 2016 23:03:07 GMT+0000 (UTC)"
"2 Goals 1 Cup","DebatablyClutch","Fri Jul 01 2016 23:49:07 GMT+0000 (UTC)"
"2 Goals 1 Cup","Chubby Unicorn","Fri Jul 01 2016 23:49:07 GMT+0000 (UTC)"
"Rubber Ducks","satthew",
"Lucky Bounce","Torment","Fri Jul 01 2016 23:31:19 GMT+0000 (UTC)"
"Lucky Bounce","Timbathy","Fri Jul 01 2016 23:31:19 GMT+0000 (UTC)"
"Lucky Bounce","DarkFire","Fri Jul 01 2016 23:31:19 GMT+0000 (UTC)"
"Chef","HeFty","Fri Jul 01 2016 23:07:25 GMT+0000 (UTC)"
"Rubber Ducks","Loge_Bird",
"Rubber Ducks","RocketMenVaioFox",
"Kebapi Fc","monzilla8",
"Hazard Zone","Spairow","Fri Jul 01 2016 23:08:29 GMT+0000 (UTC)"
"TeamProdigy","Prodigy | Ill","Fri Jul 01 2016 23:03:07 GMT+0000 (UTC)"
"NA Bae","Faded Filipino","Fri Jul 01 2016 23:53:50 GMT+0000 (UTC)"
"NA Bae","Wubbytubz","Fri Jul 01 2016 23:53:50 GMT+0000 (UTC)"
"NA Bae","SeleneSalami","Fri Jul 01 2016 23:53:50 GMT+0000 (UTC)"
"Dude AF","Goldenkale","Fri Jul 01 2016 23:10:00 GMT+0000 (UTC)"
"Dude AF","Jdjd17@sbcglobal.net","Fri Jul 01 2016 23:10:00 GMT+0000 (UTC)"
"Ball Bandits","Thunder_Plug","Fri Jul 01 2016 23:06:29 GMT+0000 (UTC)"
"Rocket Warrior","ALEMENTO",
"HOSS Inc.","CaMaLoT80",
"Bandnoobs","extromondo","Fri Jul 01 2016 23:54:16 GMT+0000 (UTC)"
"Sports Killustrated","ZhargStation","Fri Jul 01 2016 23:03:49 GMT+0000 (UTC)"
"Sports Killustrated","AP24_","Fri Jul 01 2016 23:03:49 GMT+0000 (UTC)"
"Danger Zone","Flinney McMillon","Fri Jul 01 2016 23:10:23 GMT+0000 (UTC)"
"Sports Killustrated","Crease352","Fri Jul 01 2016 23:03:49 GMT+0000 (UTC)"
"golden","qo_eXampL_op","Fri Jul 01 2016 23:29:30 GMT+0000 (UTC)"
"Gr1fnorius","faeldopao","Fri Jul 01 2016 23:44:30 GMT+0000 (UTC)"
"2 Goals 1 Cup","A Chumbawumba","Fri Jul 01 2016 23:49:07 GMT+0000 (UTC)"
"DragonsFury","aaronsolis666","Fri Jul 01 2016 23:22:35 GMT+0000 (UTC)"
"Gr1fnorius","The Necro","Fri Jul 01 2016 23:44:30 GMT+0000 (UTC)"
"TeamProdigy Red","Prodigy | Purg","Fri Jul 01 2016 23:03:22 GMT+0000 (UTC)"
"TeamProdigy Red","Prodigy | JSpaZ","Fri Jul 01 2016 23:03:22 GMT+0000 (UTC)"
"TeamProdigy Red","Prodigy | sumlol","Fri Jul 01 2016 23:03:22 GMT+0000 (UTC)"
"Maximum Gains","H4iiRy_GaRRy","Fri Jul 01 2016 23:15:04 GMT+0000 (UTC)"
"The Mafia","Slade","Fri Jul 01 2016 23:19:34 GMT+0000 (UTC)"
"One Level Deeper","Voziv",
"The Mafia","1Assassin","Fri Jul 01 2016 23:19:34 GMT+0000 (UTC)"
"The Mafia","Hawkie","Fri Jul 01 2016 23:19:34 GMT+0000 (UTC)"
"One Level Deeper","Railor",
"One Level Deeper","Omanah",
"The U","bjens25","Fri Jul 01 2016 23:52:24 GMT+0000 (UTC)"
"QQMBER","Vamos Rafa",
"QQMBER","ruben24",
"QQMBER","Pinochos´s Dick",
"Hazard Zone","Knabster","Fri Jul 01 2016 23:08:29 GMT+0000 (UTC)"
"Outkast","Roflcatbbq","Fri Jul 01 2016 23:37:19 GMT+0000 (UTC)"
"Gr1fnorius","Undefite","Fri Jul 01 2016 23:44:30 GMT+0000 (UTC)"
"Gr1fnorius","Irmão Do Fael Do Pão","Fri Jul 01 2016 23:44:30 GMT+0000 (UTC)"
"Rocket Stars","InmortalChaos771","Fri Jul 01 2016 23:57:12 GMT+0000 (UTC)"
"Rocket Stars","MartaLaPrende","Fri Jul 01 2016 23:57:12 GMT+0000 (UTC)"
"Rocket Stars","Mendoza_TEAM_PR","Fri Jul 01 2016 23:57:12 GMT+0000 (UTC)"
"Rocket Stars","xboxsux13","Fri Jul 01 2016 23:57:12 GMT+0000 (UTC)"
"Rocket Stars","Titan211132","Fri Jul 01 2016 23:57:12 GMT+0000 (UTC)"
"The strikers","SidedMirror1081","Fri Jul 01 2016 23:34:29 GMT+0000 (UTC)"
"The strikers","GlibIntergel691","Fri Jul 01 2016 23:28:28 GMT+0000 (UTC)"
"Turtle Squad","Fooch","Fri Jul 01 2016 23:10:15 GMT+0000 (UTC)"
"Lucidity","tC tyKilla","Fri Jul 01 2016 23:12:07 GMT+0000 (UTC)"
"ALLHAILdemboiz","rfdghhj","Fri Jul 01 2016 23:29:34 GMT+0000 (UTC)"
"Dude AF","40fontainez@gmail.com","Fri Jul 01 2016 23:10:00 GMT+0000 (UTC)"
"EliteStrategy","BrandonMcfc2421","Fri Jul 01 2016 23:11:34 GMT+0000 (UTC)"
"ALLHAILdemboiz","SunnyPancake49","Fri Jul 01 2016 23:29:34 GMT+0000 (UTC)"
"ALLHAILdemboiz","ALLHAILBEN7","Fri Jul 01 2016 23:29:34 GMT+0000 (UTC)"
"Lucidity","Reezy","Fri Jul 01 2016 23:12:07 GMT+0000 (UTC)"
"Lucidity","OHN0","Fri Jul 01 2016 23:12:07 GMT+0000 (UTC)"
"EliteStrategy","decieboi1999","Fri Jul 01 2016 23:11:34 GMT+0000 (UTC)"
"EliteStrategy","Leon_The_Boss_99","Fri Jul 01 2016 23:11:34 GMT+0000 (UTC)"
"Fulham FC","HazeXterminate","Fri Jul 01 2016 23:51:31 GMT+0000 (UTC)"
