"teamName","inGameName","checkedInAt"
"Black Dragons","G O D A N","Fri Jul 08 2016 23:04:19 GMT+0000 (UTC)"
"MaddWheelz","nighthawklol","Fri Jul 08 2016 23:07:50 GMT+0000 (UTC)"
"Xenify","Kastro | XENIFY","Fri Jul 08 2016 23:52:27 GMT+0000 (UTC)"
"Xenify","Lamix | XENIFY","Fri Jul 08 2016 23:52:27 GMT+0000 (UTC)"
"Xenify","Manu | XENIFY","Fri Jul 08 2016 23:52:27 GMT+0000 (UTC)"
"Flying Rockets","Skibs010","Fri Jul 08 2016 23:00:28 GMT+0000 (UTC)"
"Black Dragons","Freedom","Fri Jul 08 2016 23:04:19 GMT+0000 (UTC)"
"Black Dragons","Krames","Fri Jul 08 2016 23:04:19 GMT+0000 (UTC)"
"Black Dragons","DuO","Fri Jul 08 2016 23:04:19 GMT+0000 (UTC)"
"The  Squad Legendary","Exodial [TSL]","Fri Jul 08 2016 23:13:56 GMT+0000 (UTC)"
"Cade Meu Nome","theKillah!","Fri Jul 08 2016 23:11:54 GMT+0000 (UTC)"
"ZIVI","Krispunk",
"ZIVI","seiya",
"Make 'em Pay","KiNG","Fri Jul 08 2016 23:06:19 GMT+0000 (UTC)"
"Divinity","Qbert","Fri Jul 08 2016 23:03:35 GMT+0000 (UTC)"
"The  Squad Legendary","NickoLDM [TSL]","Fri Jul 08 2016 23:13:56 GMT+0000 (UTC)"
"Panda Squad","KillaNinja","Fri Jul 08 2016 23:08:59 GMT+0000 (UTC)"
"GPM","Chutamor","Fri Jul 08 2016 23:30:39 GMT+0000 (UTC)"
"Divinity","MrChaotyk | div","Fri Jul 08 2016 23:03:35 GMT+0000 (UTC)"
"Divinity","Vexyn | div","Fri Jul 08 2016 23:03:35 GMT+0000 (UTC)"
"Make 'em Pay","C0M0D0","Fri Jul 08 2016 23:06:19 GMT+0000 (UTC)"
"MaddWheelz","DwSkillz72","Fri Jul 08 2016 23:07:50 GMT+0000 (UTC)"
"MaddWheelz","Corn Bread","Fri Jul 08 2016 23:07:50 GMT+0000 (UTC)"
"LeaveMyArseAlona","VJ",
"ZIVI","BoltPlayer",
"Divinity","bhshad","Fri Jul 08 2016 23:03:35 GMT+0000 (UTC)"
"Make 'em Pay","Jasher","Fri Jul 08 2016 23:06:19 GMT+0000 (UTC)"
"Crowd Control","Blaze","Fri Jul 08 2016 23:53:28 GMT+0000 (UTC)"
"Crowd Control","Kattastrophy","Fri Jul 08 2016 23:53:28 GMT+0000 (UTC)"
"Crowd Control","xLuCid","Fri Jul 08 2016 23:53:28 GMT+0000 (UTC)"
"Crowd Control","lostpaw","Fri Jul 08 2016 23:53:28 GMT+0000 (UTC)"
"Crowd Control","Forebones","Fri Jul 08 2016 23:53:28 GMT+0000 (UTC)"
"The Gassy Mexicans","Phantasmal","Fri Jul 08 2016 23:08:53 GMT+0000 (UTC)"
"The Gassy Mexicans","Dist0rTioN","Fri Jul 08 2016 23:08:53 GMT+0000 (UTC)"
"Momentum","Watsupmijo_24","Fri Jul 08 2016 23:18:10 GMT+0000 (UTC)"
"Momentum","Timi_f","Fri Jul 08 2016 23:18:10 GMT+0000 (UTC)"
"HYPE Gaming","macPSU","Fri Jul 08 2016 23:19:33 GMT+0000 (UTC)"
"HYPE Gaming","Munchkinator","Fri Jul 08 2016 23:19:33 GMT+0000 (UTC)"
"HYPE Gaming","Javi Sweatpants","Fri Jul 08 2016 23:19:33 GMT+0000 (UTC)"
"HYPE Gaming","Kaiijuu","Fri Jul 08 2016 23:19:33 GMT+0000 (UTC)"
"HYPE Gaming","A Pudgy Badger","Fri Jul 08 2016 23:19:33 GMT+0000 (UTC)"
"Lucky Bounce","J_knaps","Fri Jul 08 2016 23:10:16 GMT+0000 (UTC)"
"Momentum","Dappur","Fri Jul 08 2016 23:18:10 GMT+0000 (UTC)"
"OS CARA LA","OCL | IBRAKAYQUEOVIC","Fri Jul 08 2016 23:21:24 GMT+0000 (UTC)"
"OS CARA LA","OCL | KAUAN","Fri Jul 08 2016 23:21:24 GMT+0000 (UTC)"
"Crowd Control","GoldSteel87","Fri Jul 08 2016 23:53:28 GMT+0000 (UTC)"
"TeamProdigy","Prodigy | Aegis","Fri Jul 08 2016 23:01:39 GMT+0000 (UTC)"
"TeamProdigy","Prodigy | Heist","Fri Jul 08 2016 23:01:39 GMT+0000 (UTC)"
"Lucky Bounce","Torment","Fri Jul 08 2016 23:10:16 GMT+0000 (UTC)"
"Lucky Bounce","Timbathy","Fri Jul 08 2016 23:10:16 GMT+0000 (UTC)"
"Lucky Bounce","DarkFire","Fri Jul 08 2016 23:10:16 GMT+0000 (UTC)"
"TeamSavage","Crivv sV","Fri Jul 08 2016 23:27:09 GMT+0000 (UTC)"
"Chef","ODJoey","Fri Jul 08 2016 23:46:54 GMT+0000 (UTC)"
"Chef","HeFty","Fri Jul 08 2016 23:46:54 GMT+0000 (UTC)"
"PigeonToedOrangePeel","Hold The Door","Fri Jul 08 2016 23:00:24 GMT+0000 (UTC)"
"GPM","Matheus","Fri Jul 08 2016 23:30:39 GMT+0000 (UTC)"
"LAsT oF Us","felixgg123","Fri Jul 08 2016 23:01:11 GMT+0000 (UTC)"
"Arse n' All","expozzia","Fri Jul 08 2016 23:04:55 GMT+0000 (UTC)"
"TeamProdigy","Prodigy | Ill","Fri Jul 08 2016 23:01:39 GMT+0000 (UTC)"
"Arse n' All","BAE Faded Filipino","Fri Jul 08 2016 23:04:55 GMT+0000 (UTC)"
"Arse n' All","BAE Wubbytubz","Fri Jul 08 2016 23:04:55 GMT+0000 (UTC)"
"Arse n' All","BAE SeleneSalami","Fri Jul 08 2016 23:04:55 GMT+0000 (UTC)"
"Dude AF","Goldenkale","Fri Jul 08 2016 23:18:45 GMT+0000 (UTC)"
"Dude AF","Jdjd17@sbcglobal.net","Fri Jul 08 2016 23:18:45 GMT+0000 (UTC)"
"Wiff City United Orange","|xCu| Xander","Fri Jul 08 2016 23:10:48 GMT+0000 (UTC)"
"TearDroppaz","AP24_","Fri Jul 08 2016 23:53:14 GMT+0000 (UTC)"
"Danger Zone","Flinney McMillon","Fri Jul 08 2016 23:03:33 GMT+0000 (UTC)"
"TearDroppaz","Crease352","Fri Jul 08 2016 23:53:14 GMT+0000 (UTC)"
"TeamSavage","Dominic","Fri Jul 08 2016 23:27:09 GMT+0000 (UTC)"
"DragonsFury","xXDelirious200Xx","Fri Jul 08 2016 23:52:42 GMT+0000 (UTC)"
"BAM","iijakeyii","Fri Jul 08 2016 23:00:53 GMT+0000 (UTC)"
"BAM","har1eydog1904","Fri Jul 08 2016 23:00:53 GMT+0000 (UTC)"
"The Mafia","Slade","Fri Jul 08 2016 23:42:46 GMT+0000 (UTC)"
"The Mafia","1Assassin","Fri Jul 08 2016 23:42:46 GMT+0000 (UTC)"
"The Mafia","Hawkie","Fri Jul 08 2016 23:42:46 GMT+0000 (UTC)"
"The  Squad Legendary","Jere [TSL]","Fri Jul 08 2016 23:13:56 GMT+0000 (UTC)"
"MaddWheelz","Fooch","Fri Jul 08 2016 23:07:50 GMT+0000 (UTC)"
"Dude AF","40fontainez@gmail.com","Fri Jul 08 2016 23:18:45 GMT+0000 (UTC)"
"Stuck in Challenger","Fafnir","Fri Jul 08 2016 23:03:48 GMT+0000 (UTC)"
"Momentum","SquishyMuffinz","Fri Jul 08 2016 23:18:10 GMT+0000 (UTC)"
"BAM","sadiemae14","Fri Jul 08 2016 23:00:53 GMT+0000 (UTC)"
"OS CARA LA","LeviFernandes","Fri Jul 08 2016 23:21:24 GMT+0000 (UTC)"
"OS CARA LA","|LOS| Gemios98","Fri Jul 08 2016 23:21:24 GMT+0000 (UTC)"
"BOYDELITO","SuperWiz",
"BOYDELITO","Ken Leee",
"BOYDELITO","Joyoslive",
"The  Squad Legendary","Yashiro [TSL]","Fri Jul 08 2016 23:13:56 GMT+0000 (UTC)"
"LeaveMyArseAlona","Psycho Hunter",
"LeaveMyArseAlona","msimgaa",
"The  Squad Legendary","Alanwhitefulcito [TSL]","Fri Jul 08 2016 23:13:56 GMT+0000 (UTC)"
"Siiick!","Tsurha",
"Ludicrous Display","Sisyphus","Fri Jul 08 2016 23:01:10 GMT+0000 (UTC)"
"GFA e-Sports","Moo GamingforAdoption.org","Fri Jul 08 2016 23:03:47 GMT+0000 (UTC)"
"The Gassy Mexicans","GeamGe","Fri Jul 08 2016 23:08:53 GMT+0000 (UTC)"
"GFA e-Sports","GFA-Ratzuru","Fri Jul 08 2016 23:03:47 GMT+0000 (UTC)"
"GFA e-Sports","GFA-Apollo","Fri Jul 08 2016 23:03:47 GMT+0000 (UTC)"
"GFA e-Sports","GFA-Pringles","Fri Jul 08 2016 23:03:47 GMT+0000 (UTC)"
"Stuck in Challenger","Cacamaa","Fri Jul 08 2016 23:03:48 GMT+0000 (UTC)"
"Stuck in Challenger","Barney","Fri Jul 08 2016 23:03:48 GMT+0000 (UTC)"
"GFA e-Sports","GFA-Bartzilla","Fri Jul 08 2016 23:03:47 GMT+0000 (UTC)"
"GFA e-Sports","GFA-Jewiiiiiiis","Fri Jul 08 2016 23:03:47 GMT+0000 (UTC)"
"Jinx","Kubsniped","Fri Jul 08 2016 23:26:46 GMT+0000 (UTC)"
"Stage 1 Hypertension","InanimateJ","Fri Jul 08 2016 23:06:59 GMT+0000 (UTC)"
"Stage 1 Hypertension","Minamacky","Fri Jul 08 2016 23:06:59 GMT+0000 (UTC)"
"Jeremy And His Cats","Jeremy","Fri Jul 08 2016 23:00:53 GMT+0000 (UTC)"
"Stage 1 Hypertension","Turtlebear","Fri Jul 08 2016 23:06:59 GMT+0000 (UTC)"
"Tryptamine Junkies","DivinePsilocybin","Fri Jul 08 2016 23:23:42 GMT+0000 (UTC)"
"Disgruntled Gamers","Barrax","Fri Jul 08 2016 23:18:49 GMT+0000 (UTC)"
"SALMON-KINGDOM [SaMn]","[SaMn] Gandy",
"Panda Squad","Little Foot *LFT*","Fri Jul 08 2016 23:08:59 GMT+0000 (UTC)"
"Panda Squad","Pegi 13","Fri Jul 08 2016 23:08:59 GMT+0000 (UTC)"
"Report Harry Chinrest","Walden","Fri Jul 08 2016 23:34:08 GMT+0000 (UTC)"
"SALMON-KINGDOM [SaMn]","[SaMn] Kinky Ass Smurf",
"SALMON-KINGDOM [SaMn]","CROSSIE GAMING",
"LAsT oF Us","""9arsa""AzizNeSenfuiPas","Fri Jul 08 2016 23:01:11 GMT+0000 (UTC)"
"LAsT oF Us","JeSuisSucré","Fri Jul 08 2016 23:01:11 GMT+0000 (UTC)"
"moist boiz","Prodigy Havok","Fri Jul 08 2016 23:05:15 GMT+0000 (UTC)"
"October Sky","JWismont","Fri Jul 08 2016 23:01:55 GMT+0000 (UTC)"
"CantHandleMySkills.com","CHMS.com | Pierre","Fri Jul 08 2016 23:01:25 GMT+0000 (UTC)"
"CantHandleMySkills.com","CHMS.com | Misstah J","Fri Jul 08 2016 23:01:25 GMT+0000 (UTC)"
"No Capes!","Nc! Emptiness","Fri Jul 08 2016 23:19:56 GMT+0000 (UTC)"
"CantHandleMySkills.com","vortex|yogert999","Fri Jul 08 2016 23:01:25 GMT+0000 (UTC)"
"GPM","Philipe","Fri Jul 08 2016 23:30:39 GMT+0000 (UTC)"
"TearDroppaz","Shellshokk_jeffe","Fri Jul 08 2016 23:53:14 GMT+0000 (UTC)"
